Lemma/_writtenForm,Sense/Confidence/_level,Sense/MonolingualExternalRef,Sense/Sentiment/_polarity,Sense/Sentiment/_strength,Sense/Domain,_id,_partOfSpeech
tricky,manual,,negative,strong,,,noun
trickery,manual,,negative,strong,,,noun
trim,manual,,positive,average,,,adj
triumph,manual,,positive,strong,,,noun
triumph,manual,,positive,strong,,,verb
triumphal,manual,,positive,strong,,,adj
triumphant,manual,,positive,strong,,,adj
triumphant,manual,,positive,strong,,,verb
triumphantly,manual,,positive,strong,,,other
trivial,manual,,negative,strong,,,adj
trivial,manual,,negative,strong,,,noun
trivialize,manual,,negative,strong,,,verb
trivially,manual,,negative,strong,,,other
trouble,manual,,negative,average,,,adj
trouble,manual,,negative,strong,,,other
trouble,manual,,negative,average,,,noun
trouble,manual,,negative,average,,,verb
troublemaker,manual,,negative,strong,,,adj
troublemaker,manual,,negative,strong,,,noun
troublesome,manual,,negative,strong,,,adj
troublesome,manual,,negative,strong,,,other
troublesomely,manual,,negative,strong,,,other
troubling,manual,,negative,strong,,,other
troublingly,manual,,negative,strong,,,other
truant,manual,,negative,average,,,adj
truculent,manual,,positive,strong,,,adj
truculently,manual,,positive,strong,,,other
true,manual,,positive,strong,,,other
truly,manual,,positive,strong,,,other
trump,manual,,positive,strong,,,verb
trumpet,manual,,positive,strong,,,verb
trust,manual,,positive,average,,,adj
trust,manual,,positive,average,,,noun
trust,manual,,positive,average,,,verb
trusting,manual,,positive,strong,,,other
trustingly,manual,,positive,strong,,,other
trustworthiness,manual,,positive,strong,,,noun
trustworthy,manual,,positive,strong,,,adj
truth,manual,,positive,strong,,,other
truthful,manual,,positive,strong,,,adj
truthfully,manual,,positive,strong,,,other
truthfulness,manual,,positive,strong,,,noun
try,manual,,negative,average,,,verb
trying,manual,,negative,average,,,adj
tumultuous,manual,,negative,average,,,adj
turbulent,manual,,negative,average,,,adj
turmoil,manual,,negative,strong,,,noun
twinkly,manual,,positive,strong,,,other
twist,manual,,negative,strong,,,noun
twist,manual,,negative,strong,,,verb
twisted,manual,,negative,strong,,,adj
twists,manual,,negative,average,,,adj
twists,manual,,negative,average,,,noun
tyrannical,manual,,negative,strong,,,adj
tyrannically,manual,,negative,strong,,,other
tyranny,manual,,negative,strong,,,noun
tyrant,manual,,negative,strong,,,noun
ugh,manual,,negative,strong,,,other
ugliness,manual,,negative,strong,,,adj
ugliness,manual,,negative,strong,,,noun
ugly,manual,,negative,strong,,,adj
ulterior,manual,,negative,strong,,,adj
ultimate,manual,,positive,strong,,,other
ultimately,manual,,positive,strong,,,other
ultimatum,manual,,negative,strong,,,noun
ultimatums,manual,,negative,strong,,,adj
ultimatums,manual,,negative,strong,,,noun
ultra,manual,,positive,strong,,,adj
ultra-hardline,manual,,negative,strong,,,adj
ultra-hardline,manual,,negative,strong,,,noun
unabashed,manual,,positive,strong,,,adj
unabashedly,manual,,positive,strong,,,other
unable,manual,,negative,average,,,adj
unacceptable,manual,,negative,strong,,,adj
unacceptablely,manual,,negative,strong,,,other
unaccustomed,manual,,negative,average,,,adj
unanimous,manual,,positive,strong,,,adj
unassailable,manual,,positive,strong,,,adj
unassailable,manual,,positive,strong,,,noun
unattractive,manual,,negative,strong,,,adj
unaudited,manual,,neutral,average,,,adj
unauthentic,manual,,negative,average,,,adj
unavailable,manual,,negative,average,,,adj
unavoidable,manual,,negative,average,,,adj
unavoidably,manual,,negative,average,,,other
unbiased,manual,,positive,average,,,adj
unbearable,manual,,negative,strong,,,adj
unbearablely,manual,,negative,strong,,,other
unbelievable,manual,,negative,strong,,,other
unbelievably,manual,,negative,strong,,,other
unbosom,manual,,positive,strong,,,verb
unbound,manual,,positive,average,,,adj
unbroken,manual,,positive,average,,,adj
uncertain,manual,,negative,average,,,adj
uncivil,manual,,negative,strong,,,adj
uncivilized,manual,,negative,strong,,,adj
uncivilized,manual,,negative,strong,,,noun
unclean,manual,,negative,strong,,,adj
unclear,manual,,negative,average,,,adj
uncollectible,manual,,negative,average,,,adj
uncomfortable,manual,,negative,average,,,adj
uncommon,manual,,positive,strong,,,adj
uncommonly,manual,,positive,strong,,,other
uncompetitive,manual,,negative,average,,,adj
uncompromising,manual,,negative,strong,,,adj
uncompromisingly,manual,,negative,strong,,,other
unconcerned,manual,,positive,strong,,,adj
unconditional,manual,,positive,average,,,adj
unconfirmed,manual,,negative,average,,,adj
unconstitutional,manual,,negative,average,,,adj
uncontrolled,manual,,negative,average,,,adj
unconventional,manual,,positive,average,,,adj
unconvincing,manual,,negative,strong,,,adj
unconvincingly,manual,,negative,strong,,,other
uncouth,manual,,negative,strong,,,adj
undaunted,manual,,positive,strong,,,adj
undecided,manual,,negative,average,,,adj
undefined,manual,,negative,average,,,adj
undependability,manual,,negative,strong,,,noun
undependable,manual,,negative,strong,,,adj
underdog,manual,,negative,strong,,,adj
underdog,manual,,negative,strong,,,noun
underestimate,manual,,negative,strong,,,verb
underlings,manual,,negative,strong,,,adj
underlings,manual,,negative,strong,,,noun
undermine,manual,,negative,strong,,,verb
underpaid,manual,,negative,average,,,adj
understand,manual,,positive,strong,,,verb
understandable,manual,,positive,strong,,,adj
understanding,manual,,positive,average,,,adj
understanding,manual,,positive,average,,,noun
understood,manual,,positive,strong,,,verb
understate,manual,,positive,strong,,,verb
understated,manual,,positive,strong,,,other
understatedly,manual,,positive,strong,,,other
undesirable,manual,,negative,strong,,,adj
undetermined,manual,,negative,average,,,adj
undid,manual,,negative,average,,,verb
undignified,manual,,negative,strong,,,adj
undisputable,manual,,positive,strong,,,other
undisputably,manual,,positive,strong,,,other
undisputed,manual,,positive,average,,,adj
undo,manual,,negative,average,,,verb
undocumented,manual,,negative,average,,,adj
undone,manual,,negative,average,,,verb
undoubted,manual,,positive,strong,,,adj
undoubtedly,manual,,positive,strong,,,other
undue,manual,,negative,strong,,,adj
unease,manual,,negative,strong,,,adj
unease,manual,,negative,strong,,,noun
uneasily,manual,,negative,strong,,,other
uneasiness,manual,,negative,strong,,,adj
uneasiness,manual,,negative,strong,,,noun
uneasy,manual,,negative,strong,,,adj
uneconomical,manual,,negative,average,,,adj
unencumbered,manual,,positive,average,,,adj
unequal,manual,,negative,strong,,,other
unequivocal,manual,,positive,strong,,,other
unequivocal,manual,,positive,strong,,,other
unequivocally,manual,,positive,strong,,,other
unethical,manual,,negative,strong,,,adj
uneven,manual,,negative,average,,,adj
uneventful,manual,,negative,average,,,adj
unexpected,manual,,negative,average,,,adj
unexpectedly,manual,,negative,strong,,,other
unexplained,manual,,negative,average,,,adj
unfair,manual,,negative,strong,,,adj
unfairly,manual,,negative,strong,,,other
unfaithful,manual,,negative,strong,,,adj
unfaithfully,manual,,negative,strong,,,other
unfamiliar,manual,,negative,average,,,other
unfavorable,manual,,negative,strong,,,other
unfazed,manual,,positive,strong,,,other
unfeeling,manual,,negative,strong,,,adj
unfettered,manual,,positive,strong,,,adj
unfinished,manual,,negative,average,,,adj
unfit,manual,,negative,strong,,,adj
unforeseen,manual,,negative,average,,,adj
unforgettable,manual,,positive,strong,,,adj
unfortunate,manual,,negative,strong,,,other
unfortunately,manual,,negative,strong,,,other
unfounded,manual,,negative,strong,,,adj
unfriendly,manual,,negative,strong,,,adj
unfulfilled,manual,,negative,average,,,adj
unfunded,manual,,negative,average,,,adj
ungrateful,manual,,negative,strong,,,adj
ungovernable,manual,,negative,strong,,,adj
ungovernable,manual,,negative,strong,,,noun
unhappily,manual,,negative,strong,,,other
unhappiness,manual,,negative,strong,,,noun
unhappy,manual,,negative,strong,,,adj
unhealthy,manual,,negative,average,,,adj
uniform,manual,,positive,average,,,adj
uniformly,manual,,positive,average,,,other
unilateralism,manual,,negative,strong,,,adj
unilateralism,manual,,negative,strong,,,noun
unimaginable,manual,,negative,strong,,,adj
unimaginably,manual,,negative,strong,,,other
unimportant,manual,,negative,strong,,,adj
uninformed,manual,,negative,average,,,adj
uninsured,manual,,negative,average,,,adj
unipolar,manual,,negative,strong,,,adj
unipolar,manual,,negative,strong,,,noun
unique,manual,,positive,average,,,adj
unity,manual,,positive,average,,,adj
unity,manual,,positive,average,,,noun
universal,manual,,positive,average,,,adj
unjust,manual,,negative,strong,,,adj
unjustifiable,manual,,negative,strong,,,adj
unjustifiably,manual,,negative,strong,,,other
unjustified,manual,,negative,average,,,adj
unjustly,manual,,negative,strong,,,other
unkind,manual,,negative,strong,,,adj
unkindly,manual,,negative,strong,,,other
unlamentable,manual,,negative,strong,,,other
unlamentably,manual,,negative,strong,,,other
unlawful,manual,,negative,average,,,adj
unlawfully,manual,,negative,average,,,other
unlawfulness,manual,,negative,average,,,adj
unlawfulness,manual,,negative,average,,,noun
unleash,manual,,negative,strong,,,verb
unlicensed,manual,,negative,average,,,adj
unlikely,manual,,negative,average,,,other
unlimited,manual,,positive,average,,,adj
unlucky,manual,,negative,strong,,,adj
unmoved,manual,,negative,average,,,adj
unnatural,manual,,negative,average,,,other
unnaturally,manual,,negative,strong,,,other
unnecessary,manual,,negative,average,,,adj
unneeded,manual,,negative,average,,,adj
unnerve,manual,,negative,strong,,,verb
unnerved,manual,,negative,strong,,,adj
unnerving,manual,,negative,strong,,,other
unnervingly,manual,,negative,strong,,,other
unnoticed,manual,,negative,average,,,adj
unobserved,manual,,negative,average,,,adj
unorthodox,manual,,negative,strong,,,adj
unorthodoxy,manual,,negative,strong,,,noun
unparalleled,manual,,positive,strong,,,adj
unpleasant,manual,,negative,strong,,,adj
unpleasantries,manual,,negative,strong,,,adj
unpleasantries,manual,,negative,strong,,,noun
unpopular,manual,,negative,strong,,,adj
unprecedent,manual,,negative,strong,,,adj
unprecedented,manual,,negative,strong,,,other
unpredictable,manual,,negative,average,,,adj
unprepared,manual,,negative,average,,,adj
unpretentious,manual,,positive,strong,,,adj
unproductive,manual,,negative,average,,,adj
unprofitable,manual,,negative,average,,,adj
unqualified,manual,,negative,strong,,,adj
unquestionable,manual,,positive,strong,,,other
unquestionably,manual,,positive,strong,,,other
unravel,manual,,negative,strong,,,adj
unravel,manual,,negative,strong,,,noun
unraveled,manual,,negative,average,,,adj
unrealistic,manual,,negative,strong,,,adj
unreasonable,manual,,negative,strong,,,adj
unreasonable,manual,,negative,average,,,other
unreasonably,manual,,negative,strong,,,other
unrelenting,manual,,negative,strong,,,adj
unrelenting,manual,,negative,strong,,,other
unrelentingly,manual,,negative,strong,,,other
unreliability,manual,,negative,strong,,,adj
unreliability,manual,,negative,strong,,,noun
unreliable,manual,,negative,strong,,,adj
unresolved,manual,,negative,average,,,adj
unrest,manual,,negative,strong,,,noun
unrestricted,manual,,positive,average,,,adj
unruly,manual,,negative,strong,,,adj
unsafe,manual,,negative,average,,,adj
unsatisfactory,manual,,negative,average,,,adj
unsavory,manual,,negative,strong,,,adj
unscathed,manual,,positive,average,,,adj
unscrupulous,manual,,negative,strong,,,adj
unscrupulously,manual,,negative,strong,,,other
unseemly,manual,,negative,strong,,,other
unselfish,manual,,positive,strong,,,adj
unsettle,manual,,negative,strong,,,verb
unsettled,manual,,negative,average,,,adj
unsettling,manual,,negative,strong,,,other
unsettlingly,manual,,negative,strong,,,other
unskilled,manual,,negative,average,,,adj
unsophisticated,manual,,negative,strong,,,adj
unsound,manual,,negative,strong,,,adj
unspeakable,manual,,negative,strong,,,adj
unspeakablely,manual,,negative,strong,,,other
unspecified,manual,,negative,average,,,adj
unstable,manual,,negative,average,,,adj
unsteadily,manual,,negative,average,,,other
unsteadiness,manual,,negative,average,,,noun
unsteady,manual,,negative,average,,,adj
unsuccessful,manual,,negative,average,,,adj
unsuccessfully,manual,,negative,average,,,other
unsupported,manual,,negative,average,,,adj
unsure,manual,,negative,average,,,adj
unsuspecting,manual,,negative,strong,,,adj
unsustainable,manual,,negative,average,,,adj
untenable,manual,,negative,strong,,,adj
untested,manual,,negative,average,,,adj
unthinkable,manual,,negative,strong,,,adj
unthinkably,manual,,negative,strong,,,other
untimely,manual,,negative,strong,,,adj
untouched,manual,,positive,average,,,adj
untrained,manual,,positive,average,,,adj
untrue,manual,,negative,strong,,,other
untrustworthy,manual,,negative,strong,,,adj
untruthful,manual,,negative,strong,,,adj
unusual,manual,,negative,average,,,other
unusually,manual,,negative,strong,,,other
unwanted,manual,,negative,strong,,,adj
unwarranted,manual,,negative,strong,,,adj
unwelcome,manual,,negative,strong,,,other
unwieldy,manual,,negative,strong,,,adj
unwilling,manual,,negative,strong,,,adj
unwillingly,manual,,negative,strong,,,other
unwillingness,manual,,negative,strong,,,noun
unwise,manual,,negative,strong,,,adj
unwisely,manual,,negative,strong,,,other
unworkable,manual,,negative,strong,,,adj
unworthy,manual,,negative,strong,,,adj
unyielding,manual,,negative,strong,,,adj
upbeat,manual,,positive,strong,,,adj
upbraid,manual,,negative,strong,,,verb
upfront,manual,,positive,average,,,adj
upgrade,manual,,positive,average,,,verb
upheaval,manual,,negative,strong,,,noun
upheld,manual,,positive,strong,,,verb
uphold,manual,,positive,strong,,,verb
uplift,manual,,positive,average,,,verb
uplifting,manual,,positive,strong,,,other
upliftingly,manual,,positive,strong,,,other
upliftment,manual,,positive,strong,,,adj
upliftment,manual,,positive,strong,,,noun
upright,manual,,positive,average,,,adj
uprising,manual,,negative,average,,,noun
uproar,manual,,negative,strong,,,noun
uproarious,manual,,negative,strong,,,other
uproariously,manual,,negative,strong,,,other
uproarous,manual,,negative,strong,,,adj
uproarously,manual,,negative,strong,,,other
uproot,manual,,negative,average,,,verb
upscale,manual,,positive,average,,,adj
upset,manual,,negative,average,,,adj
upset,manual,,negative,average,,,verb
upsetting,manual,,negative,strong,,,adj
upsetting,manual,,negative,strong,,,other
upsettingly,manual,,negative,strong,,,other
upside,manual,,positive,strong,,,adj
upside,manual,,positive,strong,,,noun
upward,manual,,positive,average,,,adj
urge,manual,,positive,strong,,,verb
urgency,manual,,negative,strong,,,adj
urgency,manual,,negative,strong,,,noun
urgent,manual,,negative,average,,,adj
urgent,manual,,negative,average,,,noun
urgently,manual,,negative,average,,,other
usable,manual,,positive,average,,,adj
useful,manual,,positive,average,,,adj
usefulness,manual,,positive,average,,,noun
useless,manual,,negative,average,,,adj
usurp,manual,,negative,strong,,,verb
usurper,manual,,negative,strong,,,noun
utilitarian,manual,,positive,average,,,adj
utmost,manual,,positive,strong,,,adj
utter,manual,,negative,strong,,,adj
